respondentId,timestamp,persona,demo_parentAge,demo_education,demo_relationship,demo_childrenCount,demo_childAge,health_gender,health_weightPerception,health_infoSources,nps_score,knowledge_1,knowledge_2,knowledge_3,knowledge_4,knowledge_5,knowledge_6,knowledge_7,practices_1,practices_2,practices_3,practices_4,practices_5,practices_6,practices_7,practices_8,satisfaction_1,satisfaction_2,satisfaction_3,satisfaction_4,satisfaction_5,retro_know_1,retro_prac_1,open_challenges,open_likes,open_suggestions
bvbdUGlxuBNSchyQQ02F,2026-02-16T01:18:50.020Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دبلوم متوسط",أم,"2-3 أطفال","7 – 10 سنوات",أنثى,"نحيف جداً","أخصائي تغذية",10,4,4,3,4,4,5,4,5,5,4,4,5,4,5,3,4,5,5,5,5,3,4,"أواجه صعوبة في تنويع الأكل بسبب عملي لفترات طويلة","استفدت كثيراً من التصميم الجذاب و {feature}","لا يوجد، شكراً لكم"
owYBvAMSeddJm7BpfIvf,2026-02-11T23:43:41.868Z,"Busy Father / أب مشغول","25 – 35 سنة",ثانوي,أب,"2-3 أطفال","7 – 10 سنوات",ذكر,طبيعي,"إنترنت/تواصل اجتماعي",4,3,3,3,3,3,3,2,2,3,2,2,2,1,2,3,3,2,1,3,2,1,2,"المشكلة الأساسية هي توفير وجبات صحية","أكثر ما أعجبني هو المعلومات القيمة","أتمنى إضافة تطبيق للهواتف"
9IeZPVowDni0IwTsqxgv,2026-01-27T22:31:13.072Z,"Busy Father / أب مشغول","25 – 35 سنة",جامعي,أب,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"إنترنت/تواصل اجتماعي",4,3,4,4,3,3,3,3,1,2,1,1,3,2,2,2,2,2,2,2,2,1,2,"المشكلة الأساسية هي تحديد الكميات المناسبة","رائع، خاصة التقييم الشامل","سيكون أفضل لو تم استشارات مباشرة مع أطباء"
Wf8rmrKBMuOeg1joYDeA,2026-01-30T15:46:46.891Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة",ثانوي,أم,"2-3 أطفال","3 – 6 سنوات",ذكر,طبيعي,"الكتب والمجلات العلمية",3,4,5,4,4,4,4,4,4,4,3,3,4,4,3,4,2,2,2,2,3,3,3,"بصراحة، عملي لفترات طويلة يجعل من الصعب تحديد الكميات المناسبة","أكثر ما أعجبني هو التقييم الشامل","سيكون أفضل لو تم نظام تنبيهات للوجبات"
RVLkBzx2UNWeAOeKQS1k,2026-01-27T18:05:08.372Z,"General Parent / العينة العامة","36 – 45 سنة","دبلوم متوسط",أم,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",5,2,3,4,3,4,2,4,3,4,3,2,3,4,3,4,4,4,3,2,4,3,2,"المشكلة الأساسية هي إقناع طفلي بأكل الخضراوات","أكثر ما أعجبني هو النصائح العملية","سيكون أفضل لو تم وصفات صحية سريعة"
js03f8VRX0iJaqaeRJP2,2026-02-14T05:38:37.233Z,"General Parent / العينة العامة","أكثر من 45 سنة",ثانوي,أم,"4 أطفال فأكثر","3 – 6 سنوات",أنثى,طبيعي,"الكتب والمجلات العلمية",6,2,4,3,2,4,3,3,4,2,4,4,4,3,4,3,4,4,3,3,2,2,2,"المشكلة الأساسية هي إيجاد وقت للطبخ","أكثر ما أعجبني هو المتابعة المستمرة","سيكون أفضل لو تم وصفات صحية سريعة"
Y4NQkX782qnNYkIJzWZU,2026-01-29T03:22:26.948Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دبلوم متوسط",أم,"2-3 أطفال","3 – 6 سنوات",ذكر,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",10,4,3,4,4,5,4,4,5,4,5,4,3,3,5,4,5,5,5,4,4,2,3,"بصراحة، عملي لفترات طويلة يجعل من الصعب تحديد الكميات المناسبة","رائع، خاصة المعلومات القيمة","سيكون أفضل لو تم نظام تنبيهات للوجبات"
IF9v3yRIMh5nyFtJcbZN,2026-02-20T07:17:12.317Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"طفل واحد","3 – 6 سنوات",ذكر,طبيعي,"الأهل والأصدقاء",2,4,3,3,4,4,4,4,3,3,2,4,2,2,3,2,1,2,3,1,2,3,2,"أواجه صعوبة في توفير وجبات صحية بسبب ارتفاع الأسعار","أكثر ما أعجبني هو المتابعة المستمرة","أتمنى إضافة نظام تنبيهات للوجبات"
IvbU23OSwdhehM2HwMAT,2026-02-08T18:02:44.002Z,"General Parent / العينة العامة","أكثر من 45 سنة",ثانوي,أب,"طفل واحد","3 – 6 سنوات",أنثى,"وزن زائد","أخصائي تغذية",5,3,2,3,4,3,3,3,2,3,2,3,4,2,3,2,2,3,3,3,3,2,3,"المشكلة الأساسية هي توفير وجبات صحية","استفدت كثيراً من التصميم الجذاب و {feature}","لا يوجد، شكراً لكم"
ERAkX6qj511E4uZ8uDSw,2026-02-11T21:02:49.852Z,"Engaged Mother / أم مهتمة","36 – 45 سنة",جامعي,أم,"طفل واحد","7 – 10 سنوات",ذكر,طبيعي,"الأهل والأصدقاء",4,5,5,3,4,4,4,4,5,4,4,3,3,3,5,3,3,3,2,1,3,3,4,"أواجه صعوبة في توفير وجبات صحية بسبب قلة الخيارات المتاحة","استفدت كثيراً من التصميم الجذاب و {feature}","لا يوجد، شكراً لكم"
lAw8s0wE8IKtEQA7PSeU,2026-01-25T21:41:15.519Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",أنثى,"نحيف جداً","أخصائي تغذية",9,5,4,4,5,5,4,5,4,5,4,5,3,5,3,4,5,5,5,4,5,3,3,"بصراحة، عملي لفترات طويلة يجعل من الصعب إيجاد وقت للطبخ","رائع، خاصة المعلومات القيمة","أتمنى إضافة تطبيق للهواتف"
d56i88lCrUGHpf7AKxrh,2026-02-10T01:22:02.029Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة",جامعي,أم,"طفل واحد","3 – 6 سنوات",ذكر,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",7,5,4,5,5,4,5,4,5,5,3,4,4,4,4,4,4,4,4,5,5,3,3,"المشكلة الأساسية هي تنويع الأكل","استفدت كثيراً من التصميم الجذاب و {feature}","سيكون أفضل لو تم استشارات مباشرة مع أطباء"
iCgpX7b1LX8rbCmRFGEF,2026-02-01T16:20:07.289Z,"Busy Father / أب مشغول","36 – 45 سنة",جامعي,أب,"2-3 أطفال","11 – 14 سنة",أنثى,طبيعي,"إنترنت/تواصل اجتماعي",7,3,4,3,4,3,3,2,2,1,2,1,2,1,2,2,4,5,3,4,5,1,3,"بصراحة، عدم تقبل الطفل للمذاق الجديد يجعل من الصعب تنويع الأكل","استفدت كثيراً من التصميم الجذاب و {feature}","أتمنى إضافة نظام تنبيهات للوجبات"
E8l8zP36IWAgfRWEzjWC,2026-02-16T00:40:54.353Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة","دبلوم متوسط",أم,"2-3 أطفال","7 – 10 سنوات",أنثى,"وزن زائد","طبيب أطفال",4,5,4,4,4,3,4,4,4,4,5,4,4,4,4,5,2,2,2,2,2,3,2,"أواجه صعوبة في إقناع طفلي بأكل الخضراوات بسبب ضيق الوقت","استفدت كثيراً من المعلومات القيمة و {feature}","سيكون أفضل لو تم فيديوهات توضيحية أكثر"
r8UdgjEeJM1w1YQn8XMk,2026-02-02T20:24:36.332Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"4 أطفال فأكثر","11 – 14 سنة",ذكر,"نحيف جداً","الإنترنت ومواقع التواصل الاجتماعي",3,3,5,4,5,4,4,3,4,5,4,5,4,3,4,5,2,2,1,3,3,3,3,"المشكلة الأساسية هي إيجاد وقت للطبخ","رائع، خاصة المعلومات القيمة","أتمنى إضافة وصفات صحية سريعة"
eydsMgflAtldh8zGzR9C,2026-02-15T02:07:23.607Z,"General Parent / العينة العامة","36 – 45 سنة","أقل من ثانوي",أم,"2-3 أطفال","أقل من 3 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",3,3,2,3,3,3,3,3,3,2,3,4,3,3,2,3,2,2,2,3,3,2,1,"أواجه صعوبة في تحديد الكميات المناسبة بسبب تأثير الإعلانات على طفلي","رائع، خاصة المعلومات القيمة","لا يوجد، شكراً لكم"
zxg2zJsrR1pUpuZVeWMp,2026-02-20T06:13:26.121Z,"Busy Father / أب مشغول","أكثر من 45 سنة","دبلوم متوسط",أب,"4 أطفال فأكثر","3 – 6 سنوات",أنثى,طبيعي,"إنترنت/تواصل اجتماعي",6,4,4,3,3,4,3,4,2,3,2,1,3,1,3,2,3,3,4,4,4,3,2,"أواجه صعوبة في توفير وجبات صحية بسبب ارتفاع الأسعار","رائع، خاصة النصائح العملية","سيكون أفضل لو تم وصفات صحية سريعة"
4KxCXVSJpuVZc9w0xoaS,2026-02-05T22:17:59.923Z,"General Parent / العينة العامة","أقل من 25 سنة","دبلوم متوسط",أم,"طفل واحد","7 – 10 سنوات",أنثى,"وزن زائد","أخصائي تغذية",7,4,4,3,3,3,3,4,3,4,3,3,4,3,3,2,5,3,4,4,4,3,1,"المشكلة الأساسية هي إيجاد وقت للطبخ","أكثر ما أعجبني هو المعلومات القيمة","أتمنى إضافة نظام تنبيهات للوجبات"
HOwYO6MXwUOjlMzlQtlg,2026-02-11T02:42:40.116Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دراسات عليا",أم,"2-3 أطفال","7 – 10 سنوات",ذكر,طبيعي,"أخصائي تغذية",2,4,3,3,4,3,5,4,4,4,4,4,4,4,4,3,3,1,3,1,1,3,3,"أواجه صعوبة في تحديد الكميات المناسبة بسبب تأثير الإعلانات على طفلي","أكثر ما أعجبني هو المتابعة المستمرة","لا يوجد، شكراً لكم"
UfeI5nIF6ziffEEsf2y6,2026-01-27T07:26:47.971Z,"General Parent / العينة العامة","أكثر من 45 سنة","دراسات عليا",أم,"2-3 أطفال","3 – 6 سنوات",ذكر,طبيعي,"الكتب والمجلات العلمية",10,3,4,2,3,4,2,3,3,4,3,2,3,3,2,3,5,5,4,5,5,2,2,"بصراحة، قلة الخيارات المتاحة يجعل من الصعب إيجاد وقت للطبخ","رائع، خاصة المعلومات القيمة","لا يوجد، شكراً لكم"
2sVuaXNdWtwkM8G4CWaC,2026-02-15T11:08:53.537Z,"Engaged Mother / أم مهتمة","25 – 35 سنة","دبلوم متوسط",أم,"طفل واحد","7 – 10 سنوات",ذكر,طبيعي,"طبيب أطفال",3,3,4,5,4,5,4,4,4,4,5,4,5,4,5,4,1,3,2,1,2,4,2,"أواجه صعوبة في توفير وجبات صحية بسبب قلة الخيارات المتاحة","استفدت كثيراً من سهولة الاستخدام و {feature}","أتمنى إضافة تطبيق للهواتف"
ClR6VbxBXisnDyACkC7x,2026-01-28T13:48:05.503Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"طفل واحد","أقل من 3 سنوات",أنثى,"سمنة مفرطة","الكتب والمجلات العلمية",8,3,2,3,4,3,3,4,3,4,3,3,3,4,2,4,3,4,4,5,4,2,2,"أواجه صعوبة في توفير وجبات صحية بسبب ارتفاع الأسعار","أكثر ما أعجبني هو سهولة الاستخدام","أتمنى إضافة وصفات صحية سريعة"
W8WUftoG2nTqPdFv8vOj,2026-02-11T23:51:52.052Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة","دبلوم متوسط",أم,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",5,4,5,4,4,3,4,4,4,4,4,5,4,3,4,5,3,4,3,3,3,3,3,"أواجه صعوبة في منع طفلي عن السكريات بسبب عملي لفترات طويلة","أكثر ما أعجبني هو النصائح العملية","أتمنى إضافة وصفات صحية سريعة"
DU5oUAN7YNySVqUnhnHg,2026-02-06T05:33:15.227Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",ذكر,طبيعي,"أخصائي تغذية",6,3,5,4,5,4,3,4,4,4,4,5,4,5,3,4,3,3,2,3,3,3,3,"المشكلة الأساسية هي تنويع الأكل","أكثر ما أعجبني هو التصميم الجذاب","لا يوجد، شكراً لكم"
giv3lX52Ggo4FCI1KFCy,2026-02-13T09:19:53.604Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة",جامعي,أم,"2-3 أطفال","7 – 10 سنوات",أنثى,طبيعي,"طبيب أطفال",8,4,5,5,3,5,3,3,5,4,4,4,3,4,4,5,5,4,5,4,4,2,2,"أواجه صعوبة في تحديد الكميات المناسبة بسبب قلة الخيارات المتاحة","أكثر ما أعجبني هو النصائح العملية","أتمنى إضافة وصفات صحية سريعة"
L4lSsiJYKrDxAVKv3NYP,2026-02-07T18:34:56.978Z,"General Parent / العينة العامة","36 – 45 سنة",ثانوي,أم,"طفل واحد","7 – 10 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",5,4,3,3,3,3,3,3,4,2,3,3,4,3,3,3,4,3,2,3,3,2,3,"المشكلة الأساسية هي إقناع طفلي بأكل الخضراوات","استفدت كثيراً من المعلومات القيمة و {feature}","سيكون أفضل لو تم نظام تنبيهات للوجبات"
zTvH6yDXvcI9mIzW4XHr,2026-02-11T11:13:59.668Z,"General Parent / العينة العامة","أقل من 25 سنة","دبلوم متوسط",أب,"2-3 أطفال","3 – 6 سنوات",ذكر,"نحيف جداً","الإنترنت ومواقع التواصل الاجتماعي",9,4,2,4,3,3,2,3,2,4,2,3,4,3,2,4,4,4,5,5,5,2,3,"أواجه صعوبة في منع طفلي عن السكريات بسبب عملي لفترات طويلة","أكثر ما أعجبني هو النصائح العملية","لا يوجد، شكراً لكم"
55chJ5uRSQITiLSfp6Jq,2026-02-22T07:34:28.115Z,"General Parent / العينة العامة","36 – 45 سنة",ثانوي,أب,"طفل واحد","3 – 6 سنوات",أنثى,"نحيف جداً","الإنترنت ومواقع التواصل الاجتماعي",5,4,2,3,3,3,4,2,3,3,3,3,4,3,3,2,3,3,3,3,4,1,2,"بصراحة، تأثير الإعلانات على طفلي يجعل من الصعب توفير وجبات صحية","رائع، خاصة النصائح العملية","سيكون أفضل لو تم نظام تنبيهات للوجبات"
XT5uJ3WvPMlar4fcANk8,2026-01-28T08:43:21.612Z,"Engaged Mother / أم مهتمة","أكثر من 45 سنة",جامعي,أم,"2-3 أطفال","7 – 10 سنوات",أنثى,"لا أعلم","الإنترنت ومواقع التواصل الاجتماعي",9,4,4,5,4,4,4,3,3,5,5,5,5,4,5,4,5,4,5,5,4,4,4,"المشكلة الأساسية هي تنويع الأكل","رائع، خاصة المتابعة المستمرة","أتمنى إضافة وصفات صحية سريعة"
ZU117oiWRQcFVJgUhMPt,2026-02-01T06:20:38.675Z,"Busy Father / أب مشغول","25 – 35 سنة","أقل من ثانوي",أب,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"إنترنت/تواصل اجتماعي",10,3,3,4,3,4,4,2,1,2,1,3,3,1,2,3,5,5,5,5,5,2,3,"أواجه صعوبة في تنويع الأكل بسبب قلة الخيارات المتاحة","استفدت كثيراً من المتابعة المستمرة و {feature}","أتمنى إضافة استشارات مباشرة مع أطباء"
LKVGIHQvdL8QJDlxRuiJ,2026-02-12T07:23:04.768Z,"Busy Father / أب مشغول","25 – 35 سنة",ثانوي,أب,"4 أطفال فأكثر","أقل من 3 سنوات",أنثى,"نحيف جداً","إنترنت/تواصل اجتماعي",0,2,3,2,3,3,3,3,1,1,1,3,3,3,3,1,1,2,2,2,3,2,2,"المشكلة الأساسية هي توفير وجبات صحية","استفدت كثيراً من النصائح العملية و {feature}","أتمنى إضافة وصفات صحية سريعة"
TDqIb3YtU3cYohsifC9q,2026-02-21T22:01:54.069Z,"Engaged Mother / أم مهتمة","36 – 45 سنة",ثانوي,أم,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"الأهل والأصدقاء",9,3,3,3,5,5,3,5,4,5,4,4,5,3,3,4,5,5,5,4,5,4,2,"أواجه صعوبة في إيجاد وقت للطبخ بسبب ارتفاع الأسعار","استفدت كثيراً من التصميم الجذاب و {feature}","أتمنى إضافة استشارات مباشرة مع أطباء"
xZMxiERvVthaBtoWfVbA,2026-02-06T09:00:24.935Z,"General Parent / العينة العامة","25 – 35 سنة","دبلوم متوسط",أم,"طفل واحد","3 – 6 سنوات",أنثى,طبيعي,"طبيب أطفال",2,3,4,3,3,3,3,3,3,4,3,3,3,3,3,2,1,2,2,2,2,2,2,"أواجه صعوبة في إيجاد وقت للطبخ بسبب ارتفاع الأسعار","استفدت كثيراً من سهولة الاستخدام و {feature}","أتمنى إضافة استشارات مباشرة مع أطباء"
GhksZ6OL8bRkLoSqLI6l,2026-02-18T09:28:30.625Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","7 – 10 سنوات",ذكر,طبيعي,"طبيب أطفال",8,4,4,5,4,4,4,5,3,5,5,4,5,3,4,5,3,4,3,4,5,3,3,"أواجه صعوبة في توفير وجبات صحية بسبب ارتفاع الأسعار","رائع، خاصة سهولة الاستخدام","أتمنى إضافة نظام تنبيهات للوجبات"
F2STLS5RQujxpWS9h18y,2026-01-27T14:53:23.549Z,"Engaged Mother / أم مهتمة","25 – 35 سنة",جامعي,أم,"4 أطفال فأكثر","7 – 10 سنوات",ذكر,"وزن زائد","الإنترنت ومواقع التواصل الاجتماعي",10,4,4,4,4,4,3,4,4,4,4,4,3,3,3,4,5,5,5,5,4,3,4,"بصراحة، ارتفاع الأسعار يجعل من الصعب منع طفلي عن السكريات","أكثر ما أعجبني هو النصائح العملية","لا يوجد، شكراً لكم"
k2QwqHUn2hrputYGpmjk,2026-02-14T18:40:31.871Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","أقل من 3 سنوات",أنثى,"سمنة مفرطة","أخصائي تغذية",9,3,3,4,2,3,3,2,3,4,3,3,3,2,3,4,5,5,5,5,5,3,2,"بصراحة، ضيق الوقت يجعل من الصعب إيجاد وقت للطبخ","استفدت كثيراً من النصائح العملية و {feature}","أتمنى إضافة استشارات مباشرة مع أطباء"
fjXVFoKZo3X367WrHmny,2026-02-14T00:39:43.578Z,"Engaged Mother / أم مهتمة","36 – 45 سنة",ثانوي,أم,"2-3 أطفال","3 – 6 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",10,5,4,3,5,4,5,4,4,5,5,3,5,5,5,4,5,5,5,5,5,3,3,"أواجه صعوبة في تحديد الكميات المناسبة بسبب ضيق الوقت","أكثر ما أعجبني هو المعلومات القيمة","أتمنى إضافة تطبيق للهواتف"
UkuajRkCMxXfcFCXeStt,2026-02-23T20:29:59.001Z,"Busy Father / أب مشغول","أقل من 25 سنة",ثانوي,أب,"2-3 أطفال","3 – 6 سنوات",ذكر,"نحيف جداً","إنترنت/تواصل اجتماعي",4,3,3,3,2,3,3,4,3,2,2,2,1,3,2,2,2,3,2,2,2,2,2,"بصراحة، قلة الخيارات المتاحة يجعل من الصعب إيجاد وقت للطبخ","رائع، خاصة التقييم الشامل","أتمنى إضافة تطبيق للهواتف"
bAnaoPB3KxbyKE7JmwxZ,2026-02-03T03:58:13.261Z,"Engaged Mother / أم مهتمة","أقل من 25 سنة","دراسات عليا",أم,"2-3 أطفال","7 – 10 سنوات",ذكر,"سمنة مفرطة","الإنترنت ومواقع التواصل الاجتماعي",2,5,4,4,3,5,3,4,4,4,3,4,4,4,4,5,2,2,3,3,2,3,3,"بصراحة، قلة الخيارات المتاحة يجعل من الصعب تنويع الأكل","رائع، خاصة التقييم الشامل","سيكون أفضل لو تم وصفات صحية سريعة"
AXwsJVVXgEW7ew5qDmKa,2026-02-07T13:20:17.215Z,"General Parent / العينة العامة","أكثر من 45 سنة",ثانوي,أم,"4 أطفال فأكثر","11 – 14 سنة",ذكر,"نحيف جداً","أخصائي تغذية",4,3,3,3,3,3,4,2,3,4,4,2,3,3,3,3,3,3,2,2,2,1,2,"بصراحة، قلة الخيارات المتاحة يجعل من الصعب منع طفلي عن السكريات","رائع، خاصة التقييم الشامل","سيكون أفضل لو تم فيديوهات توضيحية أكثر"
bhvngmZuo8q5jgZxvZ96,2026-02-03T20:58:07.014Z,"General Parent / العينة العامة","25 – 35 سنة",جامعي,أم,"2-3 أطفال","3 – 6 سنوات",ذكر,"نحيف جداً","أخصائي تغذية",5,2,4,3,4,3,4,3,3,3,3,3,3,4,3,3,3,2,3,3,3,1,1,"المشكلة الأساسية هي إقناع طفلي بأكل الخضراوات","أكثر ما أعجبني هو التقييم الشامل","لا يوجد، شكراً لكم"
5HkIjXmCBtpb0VoiPWji,2026-02-06T07:09:29.843Z,"General Parent / العينة العامة","36 – 45 سنة","دراسات عليا",أب,"طفل واحد","أقل من 3 سنوات",أنثى,طبيعي,"الإنترنت ومواقع التواصل الاجتماعي",4,4,3,2,2,2,3,2,4,3,4,4,3,3,3,3,2,2,2,2,2,3,1,"بصراحة، قلة الخيارات المتاحة يجعل من الصعب توفير وجبات صحية","استفدت كثيراً من سهولة الاستخدام و {feature}","سيكون أفضل لو تم تطبيق للهواتف"
aTHAQ4RO18q60o1gK129,2026-01-25T18:18:37.913Z,"General Parent / العينة العامة","36 – 45 سنة","دراسات عليا",أم,"2-3 أطفال","أقل من 3 سنوات",ذكر,"نحيف جداً","الإنترنت ومواقع التواصل الاجتماعي",4,3,3,4,4,3,3,3,3,4,3,4,3,3,3,3,3,2,3,3,3,3,2,"أواجه صعوبة في تحديد الكميات المناسبة بسبب تأثير الإعلانات على طفلي","أكثر ما أعجبني هو النصائح العملية","سيكون أفضل لو تم استشارات مباشرة مع أطباء"
HlDcp2OSCuLQF5Msp5R4,2026-02-04T06:49:46.958Z,"Engaged Mother / أم مهتمة","36 – 45 سنة","دبلوم متوسط",أم,"طفل واحد","7 – 10 سنوات",ذكر,طبيعي,"أخصائي تغذية",1,4,3,5,4,3,4,4,5,3,3,4,5,4,5,3,1,1,3,2,2,3,3,"المشكلة الأساسية هي إيجاد وقت للطبخ","أكثر ما أعجبني هو النصائح العملية","سيكون أفضل لو تم فيديوهات توضيحية أكثر"
